Customer ID;Age;Gender;Item Purchased;Category;Purchase Amount (USD);Location;Size;Color;Season;Review Rating;Subscription Status;Shipping Type;Promo Code Used;Previous Purchases;Payment Method;Purchase Date;WeekdayNum;Weekday;Weekend;Churn
4;21;Male;Sweater;Clothing;90,4;Rhode Island;M;Brown;Fall;4,5;Yes;Express;0;49;Google Pay;10.02.2022;4;Thursday;0;0
4;21;Male;Sweater;Clothing;48,5;Rhode Island;M;Maroon;Fall;5;Yes;Express;0;49;Apple Pay;14.02.2022;1;Monday;0;0
4;21;Male;Sweater;Clothing;58,1;Rhode Island;M;Purple;Summer;5;Yes;Standard;0;49;PayPal;15.02.2022;2;Tuesday;0;0
4;21;Male;Sneakers;Footwear;22,3;Rhode Island;M;Blue;Winter;1;Yes;Free Shipping;0;49;Debit Card;16.02.2022;3;Wednesday;0;0
4;21;Male;Sweater;Clothing;72,2;Rhode Island;M;Black;Fall;5;Yes;Express;0;49;Credit Card;19.03.2022;6;Saturday;1;0
4;21;Male;Sweater;Clothing;41,8;Rhode Island;M;Gray;Fall;5;Yes;Express;0;49;PayPal;24.03.2022;4;Thursday;0;0
4;21;Male;Sweater;Clothing;26,6;Rhode Island;M;White;Winter;5;Yes;Express;1;49;Google Pay;14.05.2022;6;Saturday;1;0
4;21;Male;Sweater;Clothing;30,7;Rhode Island;M;Purple;Spring;5;Yes;2-Day Shipping;0;49;Google Pay;9.06.2022;4;Thursday;0;0
4;21;Male;Sweater;Clothing;38,4;Rhode Island;M;Charcoal;Winter;1;Yes;Standard;0;49;Cash;15.06.2022;3;Wednesday;0;0
4;21;Male;Sweater;Clothing;51,2;Rhode Island;M;Gray;Spring;4;Yes;Free Shipping;0;49;Google Pay;15.08.2022;1;Monday;0;0
4;21;Male;Sweater;Clothing;60,4;Rhode Island;M;Blue;Winter;4;Yes;Free Shipping;0;49;PayPal;7.09.2022;3;Wednesday;0;0
4;21;Male;Sneakers;Footwear;80,7;Rhode Island;M;Red;Fall;4,5;Yes;2-Day Shipping;0;49;Credit Card;8.09.2022;4;Thursday;0;0
4;21;Male;Sweater;Clothing;22,7;Rhode Island;M;Olive;Fall;4,5;Yes;2-Day Shipping;0;49;PayPal;16.10.2022;7;Sunday;1;0
4;21;Male;Sweater;Clothing;48,6;Rhode Island;M;Red;Winter;5;Yes;Express;0;49;PayPal;31.10.2022;1;Monday;0;0
4;21;Male;Belt;Accessories;54,9;Rhode Island;M;White;Fall;5;Yes;Express;1;49;Credit Card;31.10.2022;1;Monday;0;0
4;21;Male;Sweater;Clothing;89,2;Rhode Island;M;Red;Summer;1;Yes;Express;0;49;Google Pay;26.11.2022;6;Saturday;1;0
4;21;Male;Sweater;Clothing;67,0;Rhode Island;M;Orange;Fall;1,5;Yes;2-Day Shipping;0;49;Credit Card;23.12.2022;5;Friday;0;0
4;21;Male;Blouse;Clothing;100,0;Rhode Island;M;Yellow;Summer;1;Yes;2-Day Shipping;0;49;PayPal;28.12.2022;3;Wednesday;0;0
4;21;Male;Sweater;Clothing;71,9;Rhode Island;M;Gray;Spring;5;Yes;Standard;0;49;Debit Card;6.01.2023;5;Friday;0;0
4;21;Male;Sweater;Clothing;21,8;Rhode Island;M;Yellow;Summer;1,5;Yes;Standard;0;49;PayPal;5.02.2023;7;Sunday;1;0
4;21;Male;Sweater;Clothing;38,6;Rhode Island;M;Orange;Fall;1,5;Yes;Free Shipping;0;49;PayPal;22.03.2023;3;Wednesday;0;0
4;21;Male;Sweater;Clothing;30,1;Rhode Island;M;White;Winter;4,5;Yes;Standard;0;49;PayPal;4.04.2023;2;Tuesday;0;0
4;21;Male;Sweater;Clothing;70,6;Rhode Island;M;Orange;Fall;5;Yes;Express;0;49;Credit Card;20.06.2023;2;Tuesday;0;0
4;21;Male;Sweater;Clothing;26,6;Rhode Island;M;Pink;Spring;2,5;Yes;Standard;0;49;Credit Card;30.06.2023;5;Friday;0;0
4;21;Male;Sweater;Clothing;58,4;Rhode Island;M;Gray;Spring;2,5;Yes;Free Shipping;0;49;Credit Card;6.07.2023;4;Thursday;0;0
4;21;Male;Sweater;Clothing;27,8;Rhode Island;M;Black;Spring;4,5;Yes;2-Day Shipping;0;49;Credit Card;1.09.2023;5;Friday;0;0
4;21;Male;Sweater;Clothing;53,2;Rhode Island;M;Black;Summer;5;Yes;Free Shipping;0;49;Credit Card;7.10.2023;6;Saturday;1;0
4;21;Male;Sweater;Clothing;66,9;Rhode Island;M;Orange;Winter;5;Yes;Free Shipping;1;49;Credit Card;20.11.2023;1;Monday;0;0
4;21;Male;Sweater;Clothing;84,9;Rhode Island;M;Beige;Fall;5;Yes;Standard;0;49;Credit Card;25.11.2023;6;Saturday;1;0
4;21;Male;Sweater;Clothing;38,0;Rhode Island;M;Black;Fall;5;Yes;2-Day Shipping;0;49;Credit Card;26.11.2023;7;Sunday;1;0
4;21;Male;Sneakers;Footwear;42,1;Rhode Island;M;Maroon;Winter;4;Yes;Free Shipping;0;49;Credit Card;26.11.2023;7;Sunday;1;0
4;21;Male;Sweater;Clothing;84,0;Rhode Island;M;Green;Fall;1;Yes;Free Shipping;0;49;Debit Card;27.11.2023;1;Monday;0;0
4;21;Male;Sweater;Clothing;90,9;Rhode Island;M;Black;Winter;5;Yes;Express;1;49;Debit Card;28.11.2023;2;Tuesday;0;0
4;21;Male;Sneakers;Footwear;100,0;Rhode Island;M;Purple;Spring;5;Yes;2-Day Shipping;0;49;Apple Pay;28.11.2023;2;Tuesday;0;0
4;21;Male;Sweater;Clothing;50,9;Rhode Island;M;Pink;Summer;1;Yes;Free Shipping;0;49;Debit Card;4.01.2024;4;Thursday;0;0
4;21;Male;Sweater;Clothing;29,7;Rhode Island;M;White;Winter;5;Yes;Standard;1;49;PayPal;12.01.2024;5;Friday;0;0
4;21;Male;Sneakers;Footwear;22,2;Rhode Island;M;Black;Winter;4;Yes;Standard;0;49;PayPal;11.02.2024;7;Sunday;1;0
4;21;Male;Sweater;Clothing;45,3;Rhode Island;M;Brown;Fall;5;Yes;Free Shipping;0;49;Debit Card;27.03.2024;3;Wednesday;0;0
4;21;Male;Sweater;Clothing;45,8;Rhode Island;M;Black;Winter;5;Yes;Standard;1;49;Credit Card;10.05.2024;5;Friday;0;0
4;21;Male;Sweater;Clothing;57,7;Rhode Island;M;Gray;Winter;4,5;Yes;Express;0;49;Apple Pay;19.06.2024;3;Wednesday;0;0
4;21;Male;Sweater;Clothing;20,2;Rhode Island;M;Yellow;Fall;4;Yes;Free Shipping;0;49;PayPal;23.08.2024;5;Friday;0;0
4;21;Male;Sweater;Clothing;25,1;Rhode Island;M;Maroon;Winter;2;Yes;2-Day Shipping;0;49;Credit Card;25.08.2024;7;Sunday;1;0
4;21;Male;Sneakers;Footwear;41,0;Rhode Island;M;Maroon;Fall;5;Yes;Standard;0;49;Credit Card;13.10.2024;7;Sunday;1;0
4;21;Male;Blouse;Clothing;68,6;Rhode Island;M;Pink;Summer;2;Yes;Express;0;49;Credit Card;24.12.2024;2;Tuesday;0;0
4;21;Male;Sweater;Clothing;92,3;Rhode Island;M;Blue;Winter;2,5;Yes;Free Shipping;0;49;PayPal;26.12.2024;4;Thursday;0;0
4;21;Male;Sneakers;Footwear;100,0;Rhode Island;M;Blue;Winter;1;Yes;Free Shipping;0;49;Credit Card;31.12.2024;2;Tuesday;0;0
4;21;Male;Sweater;Clothing;22,5;Rhode Island;M;Green;Fall;4;Yes;Standard;0;49;Debit Card;28.10.2024;1;Monday;0;0
5;45;Male;Sweater;Clothing;89,7;Oregon;M;Gray;Spring;5;Yes;Standard;0;31;Credit Card;1.01.2022;6;Saturday;1;0
5;45;Male;Sweater;Clothing;62,0;Oregon;M;Black;Winter;4;Yes;Standard;0;31;Debit Card;1.02.2022;2;Tuesday;0;0
5;45;Male;Sweater;Clothing;48,8;Oregon;M;White;Winter;4;Yes;Express;0;31;Credit Card;6.02.2022;7;Sunday;1;0
5;45;Male;Sweater;Clothing;53,8;Oregon;M;Charcoal;Winter;5;Yes;Free Shipping;1;31;Cash;21.03.2022;1;Monday;0;0
5;45;Male;Blouse;Clothing;55,8;Oregon;M;Gray;Spring;2,5;Yes;Free Shipping;0;31;Credit Card;14.04.2022;4;Thursday;0;0
5;45;Male;Sweater;Clothing;57,7;Oregon;M;Maroon;Winter;3,5;Yes;Free Shipping;0;31;Apple Pay;15.04.2022;5;Friday;0;0
5;45;Male;Sweater;Clothing;36,6;Oregon;M;Pink;Spring;5;Yes;2-Day Shipping;0;31;Debit Card;27.08.2022;6;Saturday;1;0
5;45;Male;Belt;Accessories;87,0;Oregon;M;White;Winter;3;Yes;Express;0;31;PayPal;18.12.2022;7;Sunday;1;0
5;45;Male;Sweater;Clothing;100,0;Oregon;M;Yellow;Fall;1;Yes;Free Shipping;0;31;Debit Card;21.12.2022;3;Wednesday;0;0
5;45;Male;Coat;Outerwear;66,1;Oregon;M;Black;Winter;1,5;Yes;Free Shipping;0;31;Credit Card;7.01.2023;6;Saturday;1;0
5;45;Male;Sweater;Clothing;42,5;Oregon;M;Maroon;Fall;5;Yes;Standard;0;31;Google Pay;19.01.2023;4;Thursday;0;0
5;45;Male;Sweater;Clothing;49,6;Oregon;M;Blue;Fall;4;Yes;Standard;0;31;Apple Pay;9.02.2023;4;Thursday;0;0
5;45;Male;Sweater;Clothing;24,0;Oregon;M;Orange;Summer;5;Yes;Express;0;31;Debit Card;15.03.2023;3;Wednesday;0;0
5;45;Male;Sweater;Clothing;94,5;Oregon;M;Orange;Spring;3;Yes;Free Shipping;0;31;Debit Card;19.06.2023;1;Monday;0;0
5;45;Male;Sweater;Clothing;33,2;Oregon;M;Gray;Spring;5;Yes;Free Shipping;1;31;Credit Card;7.09.2023;4;Thursday;0;0
5;45;Male;Sweater;Clothing;86,4;Oregon;M;Navy;Spring;5;Yes;Express;1;31;Debit Card;8.10.2023;7;Sunday;1;0
5;45;Male;Belt;Accessories;26,8;Oregon;M;Green;Fall;5;Yes;Standard;0;31;Debit Card;9.10.2023;1;Monday;0;0
5;45;Male;Belt;Accessories;64,0;Oregon;M;Black;Fall;4,5;Yes;Standard;1;31;Credit Card;18.10.2023;3;Wednesday;0;0
5;45;Male;Sweater;Clothing;25,5;Oregon;M;Green;Spring;4,5;Yes;Free Shipping;0;31;Credit Card;12.01.2024;5;Friday;0;0
5;45;Male;Sweater;Clothing;58,4;Oregon;M;Beige;Fall;5;Yes;2-Day Shipping;0;31;PayPal;3.02.2024;6;Saturday;1;0
5;45;Male;Sweater;Clothing;43,9;Oregon;M;Orange;Summer;5;Yes;2-Day Shipping;0;31;Debit Card;5.03.2024;2;Tuesday;0;0
5;45;Male;Coat;Outerwear;23,3;Oregon;M;Black;Winter;3,5;Yes;Standard;0;31;Bank Transfer;4.05.2024;6;Saturday;1;0
5;45;Male;Belt;Accessories;43,1;Oregon;M;Purple;Spring;5;Yes;Free Shipping;0;31;Debit Card;7.05.2024;2;Tuesday;0;0
5;45;Male;Sweater;Clothing;28,7;Oregon;M;Red;Winter;1,5;Yes;Free Shipping;0;31;Apple Pay;11.05.2024;6;Saturday;1;0
5;45;Male;Sweater;Clothing;63,8;Oregon;M;Blue;Winter;5;Yes;Free Shipping;0;31;Debit Card;25.05.2024;6;Saturday;1;0
5;45;Male;Sweater;Clothing;100,0;Oregon;M;Maroon;Winter;5;Yes;Standard;0;31;Credit Card;29.08.2024;4;Thursday;0;0
5;45;Male;Sweater;Clothing;42,5;Oregon;M;Red;Fall;3;Yes;Express;0;31;Cash;5.10.2024;6;Saturday;1;0
5;45;Male;Sweater;Clothing;40,0;Oregon;M;Navy;Winter;5;Yes;Standard;0;31;Credit Card;31.10.2024;4;Thursday;0;0
5;45;Male;Sweater;Clothing;67,0;Oregon;M;Blue;Summer;4,5;Yes;Standard;0;31;PayPal;28.11.2024;4;Thursday;0;0
5;45;Male;Sweater;Clothing;36,9;Oregon;M;Pink;Spring;4,5;Yes;2-Day Shipping;0;31;Credit Card;10.12.2024;2;Tuesday;0;0
5;45;Male;Sweater;Clothing;77,6;Oregon;M;Blue;Winter;4,5;Yes;Express;0;31;Debit Card;27.12.2024;5;Friday;0;0
5;45;Male;Sweater;Clothing;56,3;Oregon;M;Maroon;Spring;5;Yes;Standard;0;31;Bank Transfer;31.03.2024;7;Sunday;1;0
6;46;Male;Sweater;Clothing;100,0;Wyoming;M;Beige;Summer;5;Yes;2-Day Shipping;0;14;PayPal;25.12.2022;7;Sunday;1;0
6;46;Male;Sneakers;Footwear;34,3;Wyoming;M;Yellow;Fall;5;Yes;Express;1;14;PayPal;15.01.2023;7;Sunday;1;0
6;46;Male;Sweater;Clothing;53,7;Wyoming;M;Blue;Spring;5;Yes;2-Day Shipping;0;14;Credit Card;11.03.2023;6;Saturday;1;0
6;46;Male;Sweater;Clothing;55,4;Wyoming;M;White;Spring;2;Yes;Standard;0;14;Credit Card;14.04.2023;5;Friday;0;0
6;46;Male;Sweater;Clothing;88,8;Wyoming;M;Gray;Summer;5;Yes;Standard;0;14;PayPal;5.05.2023;5;Friday;0;0
6;46;Male;Sweater;Clothing;43,3;Wyoming;M;White;Winter;1;Yes;Free Shipping;0;14;Credit Card;30.07.2023;7;Sunday;1;0
6;46;Male;Sweater;Clothing;40,2;Wyoming;M;Green;Summer;5;Yes;Standard;0;14;PayPal;28.08.2023;1;Monday;0;0
6;46;Male;Sweater;Clothing;41,2;Wyoming;M;Purple;Winter;1;Yes;Express;0;14;Debit Card;27.11.2023;1;Monday;0;0
6;46;Male;Sweater;Clothing;39,8;Wyoming;M;Black;Summer;4,5;Yes;Free Shipping;0;14;PayPal;6.06.2024;4;Thursday;0;0
6;46;Male;Belt;Accessories;28,8;Wyoming;M;Orange;Fall;1;Yes;Standard;0;14;Debit Card;5.07.2024;5;Friday;0;0
6;46;Male;Belt;Accessories;78,3;Wyoming;M;Pink;Spring;5;Yes;Next Day Air;0;14;Credit Card;3.08.2024;6;Saturday;1;0
6;46;Male;Belt;Accessories;48,8;Wyoming;M;Green;Fall;5;Yes;Standard;0;14;Credit Card;19.11.2024;2;Tuesday;0;0
6;46;Male;Sweater;Clothing;71,1;Wyoming;M;Orange;Summer;3;Yes;Standard;0;14;Apple Pay;25.11.2024;1;Monday;0;0
6;46;Male;Coat;Outerwear;49,1;Wyoming;M;Blue;Winter;5;Yes;Standard;1;14;Credit Card;28.12.2024;6;Saturday;1;0
6;46;Male;Sweater;Clothing;46,6;Wyoming;M;Maroon;Fall;4,5;Yes;Free Shipping;0;14;Credit Card;3.10.2024;4;Thursday;0;0
7;63;Male;Sweater;Clothing;59,6;Montana;M;Yellow;Spring;5;Yes;Free Shipping;0;49;Credit Card;2.03.2022;3;Wednesday;0;0
7;63;Male;Sweater;Clothing;74,8;Montana;M;Orange;Summer;2;Yes;2-Day Shipping;0;49;Credit Card;10.04.2022;7;Sunday;1;0
7;63;Male;Sweater;Clothing;41,0;Montana;M;Gray;Fall;5;Yes;Standard;0;49;Debit Card;24.04.2022;7;Sunday;1;0
7;63;Male;Sweater;Clothing;77,8;Montana;M;Red;Spring;1;Yes;Next Day Air;0;49;PayPal;12.05.2022;4;Thursday;0;0
7;63;Male;Sweater;Clothing;18,5;Montana;M;Blue;Summer;5;Yes;Express;0;49;Debit Card;14.05.2022;6;Saturday;1;0
7;63;Male;Coat;Outerwear;34,4;Montana;M;White;Winter;1;Yes;Free Shipping;0;49;Credit Card;20.05.2022;5;Friday;0;0
7;63;Male;Sweater;Clothing;68,0;Montana;M;White;Summer;5;Yes;2-Day Shipping;0;49;Debit Card;19.06.2022;7;Sunday;1;0
7;63;Male;Sneakers;Footwear;29,9;Montana;M;Blue;Summer;1,5;Yes;Standard;0;49;Google Pay;23.06.2022;4;Thursday;0;0
7;63;Male;Sweater;Clothing;32,3;Montana;M;Red;Winter;1;Yes;Standard;0;49;Debit Card;26.06.2022;7;Sunday;1;0
7;63;Male;Coat;Outerwear;50,1;Montana;M;Gray;Winter;5;Yes;Standard;0;49;Venmo;9.08.2022;2;Tuesday;0;0
7;63;Male;Sweater;Clothing;100,0;Montana;M;Beige;Spring;5;Yes;Free Shipping;1;49;PayPal;22.08.2022;1;Monday;0;0
7;63;Male;Sandals;Footwear;25,0;Montana;M;Red;Summer;5;Yes;Standard;0;49;Credit Card;24.08.2022;3;Wednesday;0;0
7;63;Male;Sweater;Clothing;32,7;Montana;M;Blue;Summer;4,5;Yes;Express;0;49;Apple Pay;28.08.2022;7;Sunday;1;0
7;63;Male;Sweater;Clothing;37,2;Montana;M;Maroon;Fall;5;Yes;Standard;1;49;Google Pay;11.11.2022;5;Friday;0;0
7;63;Male;Belt;Accessories;46,4;Montana;M;Pink;Summer;5;Yes;Free Shipping;0;49;Credit Card;11.11.2022;5;Friday;0;0
7;63;Male;Sweater;Clothing;42,9;Montana;M;Blue;Spring;4;Yes;Free Shipping;0;49;Credit Card;31.12.2022;6;Saturday;1;0
7;63;Male;Sweater;Clothing;100,0;Montana;M;Blue;Winter;5;Yes;Standard;0;49;Apple Pay;31.12.2022;6;Saturday;1;0
7;63;Male;Jacket;Outerwear;33,5;Montana;M;Blue;Fall;5;Yes;2-Day Shipping;0;49;Cash;1.01.2023;7;Sunday;1;0
7;63;Male;Sweater;Clothing;41,9;Montana;M;Blue;Spring;2;Yes;Standard;0;49;Credit Card;14.01.2023;6;Saturday;1;0
7;63;Male;Sweater;Clothing;40,4;Montana;M;Green;Summer;5;Yes;Free Shipping;0;49;Debit Card;21.01.2023;6;Saturday;1;0
7;63;Male;Sweater;Clothing;62,1;Montana;M;Green;Spring;4;Yes;Standard;0;49;PayPal;30.01.2023;1;Monday;0;0
7;63;Male;Sneakers;Footwear;32,3;Montana;M;Navy;Winter;4,5;Yes;2-Day Shipping;0;49;PayPal;20.03.2023;1;Monday;0;0
7;63;Male;Sweater;Clothing;48,0;Montana;M;Yellow;Spring;5;Yes;Express;0;49;PayPal;1.05.2023;1;Monday;0;0
7;63;Male;Sweater;Clothing;39,8;Montana;M;Turquoise;Summer;3;Yes;2-Day Shipping;0;49;Debit Card;4.07.2023;2;Tuesday;0;0
7;63;Male;Sweater;Clothing;37,6;Montana;M;Red;Summer;5;Yes;Standard;0;49;PayPal;11.07.2023;2;Tuesday;0;0
7;63;Male;Sweater;Clothing;29,0;Montana;M;White;Summer;1;Yes;Standard;0;49;Bank Transfer;15.08.2023;2;Tuesday;0;0
7;63;Male;Sweater;Clothing;32,1;Montana;M;Yellow;Summer;5;Yes;Free Shipping;0;49;Credit Card;20.08.2023;7;Sunday;1;0
7;63;Male;Sweater;Clothing;26,2;Montana;M;Turquoise;Summer;5;Yes;Next Day Air;0;49;Credit Card;21.08.2023;1;Monday;0;0
7;63;Male;Sweater;Clothing;63,3;Montana;M;Blue;Summer;5;Yes;Free Shipping;0;49;Debit Card;22.08.2023;2;Tuesday;0;0
7;63;Male;Sweater;Clothing;38,9;Montana;M;Pink;Summer;5;Yes;Express;0;49;Apple Pay;26.08.2023;6;Saturday;1;0
7;63;Male;Sweater;Clothing;68,6;Montana;M;White;Spring;5;Yes;Express;0;49;Debit Card;26.08.2023;6;Saturday;1;0
7;63;Male;Sneakers;Footwear;59,2;Montana;M;White;Spring;4;Yes;Express;0;49;PayPal;29.08.2023;2;Tuesday;0;0
7;63;Male;Sweater;Clothing;26,0;Montana;M;White;Summer;5;Yes;Free Shipping;1;49;Debit Card;30.08.2023;3;Wednesday;0;0
7;63;Male;Sweater;Clothing;34,5;Montana;M;Black;Fall;4;Yes;Next Day Air;0;49;Debit Card;31.08.2023;4;Thursday;0;0
7;63;Male;Sweater;Clothing;42,7;Montana;M;Black;Winter;5;Yes;Standard;0;49;Apple Pay;16.09.2023;6;Saturday;1;0
7;63;Male;Belt;Accessories;40,5;Montana;M;Yellow;Summer;5;Yes;Standard;1;49;Credit Card;10.02.2024;6;Saturday;1;0
7;63;Male;Sneakers;Footwear;37,9;Montana;M;Blue;Summer;3;Yes;Express;0;49;Debit Card;6.04.2024;6;Saturday;1;0
7;63;Male;Sweater;Clothing;67,5;Montana;M;Gray;Winter;5;Yes;Free Shipping;1;49;Debit Card;9.05.2024;4;Thursday;0;0
7;63;Male;Belt;Accessories;56,6;Montana;M;Blue;Summer;5;Yes;Standard;0;49;Apple Pay;19.05.2024;7;Sunday;1;0
7;63;Male;Sweater;Clothing;58,7;Montana;M;Maroon;Winter;5;Yes;Free Shipping;1;49;PayPal;7.06.2024;5;Friday;0;0
7;63;Male;Sweater;Clothing;32,1;Montana;M;White;Summer;5;Yes;Free Shipping;0;49;Credit Card;8.06.2024;6;Saturday;1;0
